total_trans_amt,total_trans_ct,total_amt_chng_q4_q1,total_revolving_bal,total_ct_chng_q4_q1,months_inactive_12_mon,contacts_count_12_mon,total_relationship_count,credit_limit,avg_utilization_ratio
2532,48,0.772,487,0.548,2,3,4,11750.0,0.041
1198,33,1.01,1249,0.833,2,2,3,16138.0,0.077
5100,79,0.619,2444,0.717,2,2,5,7474.0,0.327
3978,89,0.94,1375,0.78,1,3,6,11239.0,0.122
2503,70,0.818,0,0.489,2,5,3,9466.0,0.0
4634,69,0.678,1643,0.643,1,1,6,2345.0,0.701
3753,63,0.688,2253,0.909,4,1,5,2551.0,0.883
14351,112,0.562,1509,0.867,2,2,1,4268.0,0.354
4621,91,0.621,2356,0.75,2,2,1,3239.0,0.727
4693,83,0.788,641,0.627,1,2,6,9065.0,0.071
4420,71,0.664,0,0.775,3,4,3,1548.0,0.0
2835,57,0.734,1006,0.9,2,4,4,5699.0,0.177
2510,32,0.649,794,0.231,3,2,4,24868.0,0.032
2138,43,0.716,0,0.593,2,4,6,26723.0,0.0
3761,70,0.674,0,0.628,1,1,5,11314.0,0.0
1805,53,0.805,702,0.606,3,3,4,1438.3,0.488
16100,119,0.632,1067,0.608,6,2,4,4133.0,0.258
2618,29,0.563,1848,0.45,3,1,1,2815.0,0.656
4267,66,0.815,1993,0.886,2,3,6,6524.0,0.305
8670,74,1.031,0,0.574,4,1,1,7953.0,0.0
5168,76,0.77,0,0.81,5,1,6,1535.0,0.0
3880,74,0.715,0,0.721,3,4,3,2648.0,0.0
3915,66,0.533,1868,0.65,2,3,6,2731.0,0.684
1585,37,0.576,0,0.609,1,1,5,1438.3,0.0
1377,38,0.421,2390,0.583,1,3,4,3074.0,0.777
4509,71,0.718,1462,0.732,2,2,1,3019.0,0.484
4592,67,0.658,0,0.811,2,1,6,1820.0,0.0
2208,56,0.935,0,0.806,3,4,5,7997.0,0.0
2596,48,0.714,0,0.846,2,3,1,4363.0,0.0
2113,38,0.429,0,0.267,0,3,3,1438.3,0.0
2247,41,0.661,1838,0.64,2,0,6,9810.0,0.187
4486,61,0.795,1428,0.848,1,2,6,1852.0,0.771
2425,54,0.903,1401,0.8,3,4,5,3566.0,0.393
4042,80,0.728,2248,0.86,3,1,5,5905.0,0.381
4525,63,0.674,2517,0.537,1,1,6,5284.0,0.476
1882,39,0.637,0,0.345,2,5,2,21096.0,0.0
1770,47,0.613,2035,0.741,2,0,4,2872.0,0.709
3829,72,0.592,2184,0.532,2,4,3,2742.0,0.796
4726,86,0.722,1133,0.686,3,2,3,3370.0,0.336
5066,75,0.644,2145,0.786,2,2,1,3226.0,0.665
3553,66,0.466,2094,0.65,3,2,3,4177.0,0.501
3915,76,1.101,1193,0.617,3,2,6,7667.0,0.156
8442,95,0.849,1478,0.508,2,3,3,6078.0,0.243
4197,84,0.59,2517,0.909,2,3,4,3186.0,0.79
4125,80,0.749,1424,0.86,1,4,6,11997.0,0.119
6100,61,0.204,492,0.564,2,2,6,16081.0,0.031
2423,43,0.833,411,0.593,3,4,3,2575.0,0.16
4885,78,0.986,1056,1.053,3,3,6,1438.3,0.734
1475,27,0.988,0,1.7,3,3,3,7049.0,0.0
4833,80,0.862,1302,0.905,1,3,5,4906.0,0.265
1289,22,0.619,1960,1.0,4,0,4,23032.0,0.085
1424,29,1.859,837,1.417,1,3,5,3281.0,0.255
5025,85,0.729,0,0.735,2,3,2,1438.3,0.0
15121,97,0.868,1138,0.54,3,3,2,20466.0,0.056
16207,114,0.833,1925,0.81,1,3,4,16349.0,0.118
4372,65,0.903,694,0.711,2,1,5,2222.0,0.312
3192,61,0.618,1654,0.848,3,4,4,5129.0,0.322
14713,104,0.752,1859,0.677,3,2,1,6828.0,0.272
3967,42,0.344,1763,0.4,2,2,4,2783.0,0.633
15004,117,0.848,707,0.887,2,2,4,22715.0,0.031
15050,108,0.664,0,0.742,1,2,2,10610.0,0.0
2108,40,0.497,2253,0.481,3,2,2,2751.0,0.819
3498,68,0.823,1698,0.619,3,2,6,34516.0,0.049
1369,37,0.676,2165,0.542,3,4,6,3092.0,0.7
1788,45,0.57,1394,0.364,2,2,4,2203.0,0.633
3720,89,0.639,0,0.894,3,2,1,4440.0,0.0
5758,87,0.89,1049,0.706,3,1,1,2798.0,0.375
3771,78,0.532,1017,0.66,3,1,5,12815.0,0.079
818,16,0.595,2517,0.455,3,2,6,3181.0,0.791
1273,33,0.492,1860,0.375,1,2,4,12902.0,0.144
4504,84,0.838,1869,0.787,1,2,3,3433.0,0.544
1387,34,0.573,1392,0.7,1,4,3,2212.0,0.629
4320,85,0.625,2517,0.735,1,2,3,2850.0,0.883
14161,105,0.78,2517,0.875,2,3,1,5240.0,0.48
2445,60,0.973,2288,0.765,2,3,6,11696.0,0.196
3974,70,0.809,1953,0.556,1,2,6,2717.0,0.719
4422,70,0.709,0,0.628,3,2,5,12420.0,0.0
3451,59,0.774,561,0.967,2,1,3,9148.0,0.061
4160,70,1.262,824,0.842,3,4,5,6587.0,0.125
4215,63,0.861,0,0.537,2,3,3,12222.0,0.0
8549,73,0.94,0,0.78,2,3,2,24239.0,0.0
14833,114,0.919,1637,0.583,3,1,1,12773.0,0.128
3178,53,0.944,2008,0.656,1,2,6,3920.0,0.512
2117,48,0.654,2144,0.655,1,2,6,21697.0,0.099
1532,24,0.473,2517,0.5,2,3,6,5516.0,0.456
4654,88,0.768,557,0.66,3,4,5,27876.0,0.02
2873,73,0.878,1568,0.659,2,4,5,34516.0,0.045
2388,42,0.454,0,0.5,3,3,1,1438.3,0.0
2581,57,0.654,1203,0.781,2,3,5,1877.0,0.641
2196,47,0.553,2517,0.621,3,4,3,3328.0,0.756
2437,41,0.869,0,0.708,2,2,3,1677.0,0.0
1582,36,0.788,2517,0.385,1,1,6,13770.0,0.183
8757,68,0.912,0,0.789,3,3,4,5173.0,0.0
2736,38,1.049,979,0.462,3,4,6,11410.0,0.086
3289,47,0.69,2517,0.958,3,5,2,3570.0,0.705
1921,41,0.544,0,0.464,3,3,2,1535.0,0.0
4686,81,0.51,1559,0.761,2,2,4,2208.0,0.706
4006,68,0.756,1136,0.478,1,1,6,2877.0,0.395
14603,113,0.743,1273,0.687,1,3,1,24927.0,0.051
1302,27,0.381,1347,0.421,1,3,4,27029.0,0.05
7971,84,0.8,1942,0.787,2,1,2,9357.0,0.208
4092,77,0.626,1749,0.54,3,3,3,24949.0,0.07
3642,69,0.644,955,0.769,2,0,3,3460.0,0.276
1839,29,0.992,2258,0.706,2,3,4,2498.0,0.904
3308,54,0.785,0,1.0,1,2,6,1438.3,0.0
815,21,0.734,0,0.615,2,3,2,1438.3,0.0
1334,40,0.413,768,0.429,3,3,6,4112.0,0.187
3943,78,0.679,736,0.696,2,4,3,5104.0,0.144
4748,88,0.694,1744,0.692,3,2,4,2406.0,0.725
3163,73,0.665,1224,0.825,1,4,4,6602.0,0.185
1898,36,0.552,1054,1.571,3,3,5,11229.0,0.094
1211,25,0.593,1822,0.923,1,2,3,2736.0,0.666
4544,72,0.846,0,0.565,2,3,3,1853.0,0.0
3283,50,0.917,1389,1.273,1,1,3,22437.0,0.062
4256,70,0.762,1420,0.591,6,1,6,2201.0,0.645
4551,65,0.684,1864,0.667,3,2,6,26174.0,0.071
1739,42,0.958,1796,0.448,1,4,5,9235.0,0.194
4916,79,0.593,0,0.717,3,2,6,3223.0,0.0
3553,61,0.814,1597,0.694,1,2,3,2043.0,0.782
8879,101,0.8,1825,0.578,3,2,2,30172.0,0.06
2440,44,0.86,2517,0.76,1,1,3,5644.0,0.446
14132,103,0.756,865,0.746,2,2,1,15472.0,0.056
1111,26,0.772,2245,0.368,3,0,4,2888.0,0.777
4413,83,0.493,2034,0.886,3,2,3,6384.0,0.319
2274,52,0.745,1738,0.733,2,2,3,2683.0,0.648
2613,50,0.857,2517,0.724,4,3,3,6263.0,0.402
8033,94,0.808,1549,0.649,3,1,2,8110.0,0.191
5066,84,0.713,1969,0.75,1,4,6,2448.0,0.804
3781,66,0.486,0,0.61,1,0,4,23898.0,0.0
4463,89,0.587,1649,0.679,5,1,3,3024.0,0.545
15443,102,0.847,721,0.672,3,1,3,3999.0,0.18
4593,74,0.978,2217,0.721,2,4,4,2396.0,0.925
3952,80,0.797,0,0.739,3,3,4,3236.0,0.0
1276,25,1.042,1147,1.083,2,4,3,4188.0,0.274
8110,113,0.65,2365,0.766,3,1,2,11476.0,0.206
4431,79,0.765,1722,0.717,4,2,3,2581.0,0.667
13966,115,0.667,1774,0.667,3,3,4,34516.0,0.051
4350,83,0.59,0,0.766,1,2,5,19865.0,0.0
3659,66,0.631,1927,0.833,3,3,3,2366.0,0.814
3495,64,0.667,2024,0.882,1,4,5,3949.0,0.513
1241,46,0.583,2043,0.643,3,0,6,2801.0,0.729
3355,77,0.853,0,0.604,2,4,5,5858.0,0.0
1729,52,0.867,1726,0.677,1,3,4,34516.0,0.05
1338,30,0.869,1343,1.308,3,2,5,2221.0,0.605
9314,89,0.956,2517,0.978,3,6,5,34516.0,0.073
4379,45,0.398,1189,1.143,2,2,5,2122.0,0.56
4739,86,0.649,1601,0.792,3,1,2,2464.0,0.65
3889,60,0.638,1226,0.818,5,2,3,1438.3,0.852
1969,41,0.537,1560,0.367,2,4,4,2094.0,0.745
4727,78,0.804,2270,0.66,2,2,3,3028.0,0.75
8505,86,0.822,1501,0.536,1,3,1,9959.0,0.151
3514,79,0.599,1460,0.646,1,3,5,2049.0,0.713
4500,83,0.508,2235,0.509,3,3,6,2583.0,0.865
5044,81,1.08,2482,0.688,3,3,2,11114.0,0.223
8452,83,0.761,686,0.509,1,2,2,33441.0,0.021
2449,67,0.714,0,0.634,3,2,5,6590.0,0.0
14822,96,0.647,1275,0.811,2,3,6,3946.0,0.323
847,17,0.405,0,0.133,3,3,3,4247.0,0.0
1058,34,0.876,0,0.889,3,0,3,1491.0,0.0
4650,78,0.478,2181,0.625,1,4,5,2936.0,0.743
2520,45,0.722,0,0.452,2,2,4,1438.3,0.0
1554,26,0.657,1577,0.444,3,0,6,5731.0,0.275
4343,83,0.765,1127,0.886,2,4,5,2459.0,0.458
16220,120,0.809,824,0.69,3,1,1,3787.0,0.218
1986,36,0.574,675,0.636,1,2,3,11927.0,0.057
4809,87,0.693,2517,0.74,1,1,3,2884.0,0.873
1353,40,0.399,0,0.212,3,3,2,34516.0,0.0
1238,36,0.579,1468,0.5,1,3,5,4145.0,0.354
4757,75,0.779,1408,0.923,3,3,6,1848.0,0.762
4813,77,0.891,1659,0.674,3,1,5,2205.0,0.752
1603,29,0.924,1533,0.526,2,2,6,34516.0,0.044
1981,42,0.564,2386,1.0,3,3,6,5666.0,0.421
4072,72,0.586,2202,0.6,3,0,6,8026.0,0.274
3893,81,0.71,1810,0.62,3,3,5,31501.0,0.057
13617,105,0.688,1589,0.721,2,3,2,7680.0,0.207
1863,42,0.613,458,0.312,3,1,1,1438.3,0.318
7802,88,0.748,1649,0.492,1,3,1,4737.0,0.348
2353,53,0.651,2517,0.828,3,3,1,4848.0,0.519
1272,37,0.728,1576,1.312,3,2,6,2324.0,0.678
4103,77,0.789,1992,0.711,3,1,3,2216.0,0.899
15903,100,0.69,739,0.754,3,4,3,4333.0,0.171
14738,116,0.743,1882,0.758,1,1,4,34516.0,0.055
7747,104,0.716,1096,0.651,3,1,2,7997.0,0.137
3935,66,0.669,1728,1.0,3,1,5,7026.0,0.246
1724,47,1.585,1144,1.043,2,4,5,2178.0,0.525
7042,73,0.666,2096,0.553,2,1,3,34516.0,0.061
1234,24,0.531,1955,0.714,2,3,3,2571.0,0.76
8517,60,1.003,199,0.5,3,4,2,9959.0,0.02
1337,25,0.878,1601,0.471,2,2,6,2897.0,0.553
4725,63,0.657,1719,0.615,1,2,5,2737.0,0.628
4605,86,0.89,1800,0.623,2,4,4,3178.0,0.566
13830,112,0.805,1783,0.806,3,0,1,22104.0,0.081
1441,39,0.493,0,0.393,2,5,4,1457.0,0.0
1756,35,0.449,2099,0.25,5,3,4,34516.0,0.061
1837,47,0.57,1421,0.741,3,2,2,3735.0,0.38
15998,121,0.712,2228,0.704,2,3,6,30770.0,0.072
4148,83,0.586,2517,0.66,1,3,1,3287.0,0.766
4478,56,0.753,1994,0.697,1,2,6,3111.0,0.641
4174,59,0.623,2403,0.735,2,3,1,34516.0,0.07
4422,59,0.66,780,0.844,3,2,4,1438.3,0.542
1598,39,1.015,1542,0.5,1,2,6,3880.0,0.397
1373,35,0.92,2517,0.591,3,3,3,14551.0,0.173
14341,101,0.951,1622,0.712,1,3,2,2833.0,0.573
2050,35,0.604,1958,0.667,4,2,3,23128.0,0.085
4520,75,0.665,0,0.923,3,2,2,32777.0,0.0
1456,27,0.744,1819,1.077,3,3,4,6266.0,0.29
2310,43,0.791,1692,0.72,3,3,2,3781.0,0.448
16469,115,0.837,0,0.667,3,2,4,3638.0,0.0
4767,90,0.641,1805,0.698,1,2,6,4928.0,0.366
2525,45,0.56,2030,0.5,3,2,6,30501.0,0.067
1483,38,0.382,1425,0.52,3,3,5,20811.0,0.068
2599,47,1.509,0,1.136,2,4,6,16043.0,0.0
4958,87,0.689,0,0.776,3,1,4,1610.0,0.0
5029,86,0.7,2372,0.792,2,3,3,3413.0,0.695
4674,67,0.722,2253,0.763,2,3,6,3136.0,0.718
1455,35,0.561,1656,0.667,3,3,4,4119.0,0.402
3566,76,0.869,1010,0.551,1,2,4,12814.0,0.079
4670,82,0.707,0,0.864,3,3,6,1438.3,0.0
3323,66,0.893,1354,0.833,1,2,6,9748.0,0.139
8217,99,0.752,0,0.65,1,1,1,14630.0,0.0
8503,88,0.852,1357,0.571,2,2,2,20708.0,0.066
3920,84,0.769,582,0.647,2,5,4,25873.0,0.022
7867,100,0.583,2210,0.695,3,1,2,5660.0,0.39
1254,35,1.036,0,0.842,1,3,2,1438.3,0.0
3965,58,0.525,2070,0.568,1,4,4,14527.0,0.142
9134,77,1.008,1253,0.974,3,6,1,4725.0,0.265
2409,38,0.717,134,0.31,2,3,2,8018.0,0.017
2675,47,1.454,0,1.136,2,4,4,6369.0,0.0
1608,30,0.885,1430,1.308,2,4,6,2827.0,0.506
4128,82,0.421,0,0.491,2,1,3,8320.0,0.0
4976,93,0.629,1923,0.661,2,3,5,5232.0,0.368
4077,70,0.597,1796,1.059,3,4,3,2707.0,0.663
12592,117,0.93,1470,0.8,2,3,2,11605.0,0.127
4519,78,0.802,1961,0.733,1,3,5,2470.0,0.794
1966,43,0.464,0,1.15,5,4,6,4072.0,0.0
4802,85,0.955,1883,0.604,2,3,6,2035.0,0.925
4199,84,0.975,1270,0.826,3,1,3,1968.0,0.645
3838,67,0.832,968,0.811,1,1,4,6723.0,0.144
4283,88,0.714,0,0.833,4,2,6,1438.3,0.0
1341,24,1.312,1932,1.182,3,3,3,24312.0,0.079
5005,79,0.757,0,0.795,2,2,3,1438.3,0.0
2281,37,0.442,1120,0.48,2,3,3,5527.0,0.203
1662,39,0.372,1201,0.625,3,4,3,2787.0,0.431
7443,98,0.603,1542,0.556,2,1,1,34516.0,0.045
3242,74,0.686,1063,0.451,3,3,4,11474.0,0.093
8918,87,1.003,859,0.977,5,4,2,4841.0,0.177
1228,26,0.344,510,0.529,1,2,5,10239.0,0.05
2657,71,0.544,0,0.69,3,3,6,6942.0,0.0
4956,92,0.648,1569,0.673,3,0,6,2933.0,0.535
2622,53,0.76,0,0.71,3,4,6,1675.0,0.0
2697,45,0.772,0,0.731,2,2,6,1951.0,0.0
15999,109,0.776,0,0.73,3,1,2,4755.0,0.0
4259,80,0.593,1775,0.86,3,3,5,18123.0,0.098
1571,36,0.615,1834,0.636,2,3,6,2800.0,0.655
1425,27,0.491,0,1.077,2,2,5,4531.0,0.0
3986,80,0.717,2258,0.6,2,0,6,6160.0,0.367
3927,60,0.527,996,0.935,3,2,5,8708.0,0.114
3421,55,0.952,1850,0.719,3,3,3,1996.0,0.927
5039,76,0.61,1553,0.81,2,3,5,4786.0,0.324
1617,31,1.162,2117,2.875,3,2,6,2250.0,0.941
1609,28,0.546,1781,0.474,2,3,4,6649.0,0.268
3913,86,0.789,2517,0.911,5,2,5,3322.0,0.758
2460,71,0.661,1720,0.69,3,2,6,3107.0,0.554
1195,35,0.864,0,0.522,3,4,1,12464.0,0.0
16579,109,0.692,1417,0.879,2,2,6,34516.0,0.041
14885,101,0.662,1168,0.629,1,2,4,11791.0,0.099
1612,33,0.912,2102,0.737,2,4,3,34516.0,0.061
4487,61,0.809,1458,0.743,2,3,4,2624.0,0.556
1815,47,0.608,1285,0.621,3,2,3,3846.0,0.334
4196,81,0.631,0,0.588,6,4,4,5267.0,0.0
7283,89,0.69,1342,0.648,4,3,2,34516.0,0.039
3609,76,0.472,1434,0.551,6,4,4,26516.0,0.054
2825,93,0.913,1270,0.824,3,4,6,6131.0,0.207
7786,81,0.928,0,0.929,2,2,1,3879.0,0.0
4027,67,0.7,1990,0.634,3,1,4,2713.0,0.734
1999,41,0.527,215,0.414,0,3,5,8701.0,0.025
4680,87,0.852,2185,0.673,4,1,5,9974.0,0.219
4542,82,0.661,1517,0.577,2,2,4,1828.0,0.83
530,10,0.71,0,1.0,3,3,2,14979.0,0.0
3660,55,1.02,0,1.037,3,3,4,11464.0,0.0
2450,45,0.784,500,0.406,3,4,3,1644.0,0.304
3828,86,0.546,1485,0.72,3,2,4,2168.0,0.685
1552,32,0.432,1836,0.185,4,3,3,13095.0,0.14
2635,40,0.662,978,0.538,2,1,4,2363.0,0.414
4624,73,0.677,0,0.587,3,3,1,1438.3,0.0
15079,116,0.876,0,0.841,3,2,1,3515.0,0.0
14426,87,0.831,985,0.642,1,2,1,14803.0,0.067
8585,62,0.954,0,1.0,3,4,3,4826.0,0.0
2511,55,0.86,1338,0.774,3,3,6,2258.0,0.593
4691,92,0.668,1699,0.704,3,2,3,2631.0,0.646
4511,76,0.744,0,0.689,2,4,3,8963.0,0.0
14327,92,0.611,1425,0.673,1,1,1,11358.0,0.125
2505,69,0.798,1705,0.568,2,1,6,2410.0,0.707
1824,38,0.896,1157,0.727,5,2,3,4955.0,0.234
5119,83,0.678,1817,0.766,3,2,2,2999.0,0.606
4716,79,0.631,1384,0.549,1,3,3,3868.0,0.358
2449,27,1.214,1986,0.038,2,4,5,4075.0,0.487
13627,120,0.703,752,0.739,2,2,2,3477.0,0.216
3011,83,0.934,927,0.804,1,2,3,3318.0,0.279
1260,32,0.542,1212,0.524,3,4,3,15970.0,0.076
2047,41,1.021,0,0.864,3,4,6,2561.0,0.0
2718,71,0.775,1461,0.775,2,2,6,2621.0,0.557
1207,21,0.966,1157,0.909,1,2,6,14470.0,0.08
3250,63,0.506,0,0.658,3,2,5,34516.0,0.0
4961,85,0.842,2139,0.635,3,1,2,3047.0,0.702
4476,79,0.694,2121,0.927,1,3,5,3761.0,0.564
8575,92,0.909,1559,0.736,3,2,2,8786.0,0.177
7168,88,0.676,1440,0.571,1,1,1,34516.0,0.042
1441,43,0.558,1161,0.387,3,4,4,5330.0,0.218
3308,72,0.582,1031,0.674,3,4,3,1438.3,0.717
2196,37,0.522,0,0.233,3,3,4,5941.0,0.0
2502,45,0.695,0,0.452,2,3,4,1438.3,0.0
4518,90,0.825,1501,0.875,1,2,4,2912.0,0.515
4034,82,0.567,2035,0.673,2,2,4,3518.0,0.578
4424,81,0.513,0,0.723,1,3,4,3123.0,0.0
1452,37,0.322,985,0.276,2,3,3,13091.0,0.075
4220,50,0.788,0,1.174,4,1,1,2444.0,0.0
3550,68,0.476,0,0.619,2,2,6,7532.0,0.0
4437,50,0.483,1852,1.0,3,1,4,3378.0,0.548
9610,76,0.962,0,0.689,3,4,1,4601.0,0.0
2249,42,0.673,0,0.312,3,4,3,2313.0,0.0
5125,71,0.469,1028,0.578,1,3,5,2348.0,0.438
3736,55,0.721,0,0.719,2,3,4,30560.0,0.0
3966,57,0.978,0,0.781,2,2,5,1438.3,0.0
7399,91,0.654,2130,0.717,1,1,2,27712.0,0.077
7454,81,0.914,397,0.841,2,1,6,34516.0,0.012
1765,36,0.583,2517,0.565,2,3,5,3071.0,0.82
4400,60,1.393,1508,0.818,1,2,4,2617.0,0.576
1311,33,1.163,1666,2.0,1,3,5,8547.0,0.195
4800,61,0.735,1225,0.605,2,2,3,13116.0,0.093
15578,126,0.944,1106,0.826,1,3,1,3767.0,0.294
2194,53,1.134,2259,0.606,1,2,6,4930.0,0.458
3420,81,0.623,1315,0.841,3,1,3,6030.0,0.218
4172,65,0.794,0,0.97,3,3,4,2719.0,0.0
2077,46,0.504,0,0.643,2,4,1,26229.0,0.0
1287,37,0.627,1624,0.48,3,3,3,2210.0,0.735
2730,58,0.951,1403,0.758,3,3,6,5677.0,0.247
4981,79,0.685,0,0.975,2,2,6,1709.0,0.0
7702,81,0.755,1630,0.688,2,3,1,10398.0,0.157
1365,38,1.031,1571,1.0,3,3,5,2077.0,0.756
4637,91,0.728,622,0.655,3,2,2,5965.0,0.104
2275,43,0.684,0,0.483,2,4,3,1538.0,0.0
4520,83,0.84,0,0.844,5,2,4,11434.0,0.0
2324,67,0.816,1741,1.03,2,2,5,5715.0,0.305
9351,69,0.845,0,0.533,2,4,1,13894.0,0.0
4540,78,0.463,0,0.56,3,2,6,28829.0,0.0
13303,92,0.862,1318,0.804,3,2,2,31346.0,0.042
8302,81,0.739,1992,0.841,3,2,2,15987.0,0.125
3168,73,0.694,1583,0.738,3,4,4,26556.0,0.06
1715,35,1.011,1826,1.188,2,4,6,5219.0,0.35
4675,78,0.773,1620,1.108,2,2,5,9139.0,0.177
2489,62,0.929,1936,1.0,2,3,4,9519.0,0.203
2758,55,1.357,1687,0.833,2,1,4,3657.0,0.461
4401,60,0.966,0,1.069,1,3,6,9966.0,0.0
1609,42,1.047,1706,0.68,3,2,5,3789.0,0.45
7886,64,0.713,0,0.882,3,1,4,4935.0,0.0
7986,88,0.743,1133,0.6,2,3,2,6769.0,0.167
1545,21,0.661,773,0.909,1,1,5,2930.0,0.264
4755,76,0.575,0,0.9,1,1,5,1438.3,0.0
4303,59,0.593,1042,0.788,2,1,4,1986.0,0.525
4925,82,0.773,1385,0.745,2,3,4,3455.0,0.401
4793,71,0.944,0,0.614,3,1,4,1539.0,0.0
2096,50,0.722,1868,0.471,4,2,1,3017.0,0.619
1731,29,0.992,0,0.611,3,3,4,1860.0,0.0
1468,36,0.401,2037,0.241,3,3,3,6692.0,0.304
2395,62,1.334,0,1.0,2,3,3,5685.0,0.0
4458,71,0.758,0,0.578,3,0,4,7277.0,0.0
1426,29,0.543,2350,0.812,2,4,6,5967.0,0.394
2748,40,1.01,0,0.333,3,3,5,1665.0,0.0
7206,86,0.651,1079,0.536,1,2,1,11210.0,0.096
3784,67,0.665,0,0.457,2,3,5,11346.0,0.0
2628,41,0.87,0,0.64,3,5,2,1606.0,0.0
2003,41,1.182,1904,0.952,3,4,4,3500.0,0.544
1523,30,0.456,1646,0.579,3,2,3,3077.0,0.535
4817,77,0.648,1611,0.75,3,1,5,2289.0,0.704
3292,62,0.699,0,0.824,3,2,4,2295.0,0.0
1700,35,0.801,2149,1.5,1,3,5,12010.0,0.179
4878,84,0.878,691,0.826,1,3,3,1776.0,0.389
4544,89,0.802,1452,0.854,1,1,3,6507.0,0.223
1927,44,0.411,781,0.63,3,3,6,13199.0,0.059
13363,99,1.207,1718,0.623,1,3,2,6551.0,0.262
3849,70,0.909,1388,0.591,3,4,5,7570.0,0.183
14023,106,0.712,1608,0.767,2,3,1,10186.0,0.158
1170,23,1.017,1433,0.769,1,3,5,2885.0,0.497
14037,120,0.671,2186,0.875,3,2,2,3423.0,0.639
2421,63,0.605,1731,0.575,3,2,3,34516.0,0.05
8652,98,0.705,1702,0.849,1,2,1,34516.0,0.049
4136,65,0.57,0,0.912,1,2,3,3558.0,0.0
2639,46,0.869,2517,0.643,3,3,2,3430.0,0.734
1349,47,0.816,0,0.88,3,3,3,2163.0,0.0
1764,38,0.636,1276,0.9,2,4,6,5535.0,0.231
13791,103,0.955,1234,0.585,2,3,2,7064.0,0.175
4858,69,0.72,2066,0.917,3,2,6,2343.0,0.882
1848,25,2.282,700,1.083,1,2,5,1535.0,0.456
5385,93,0.538,1204,0.691,0,1,3,4254.0,0.283
16423,109,0.779,2352,0.758,2,2,3,3955.0,0.595
4890,64,0.534,1049,0.561,2,2,3,14699.0,0.071
3904,76,0.748,1787,0.854,3,3,3,2294.0,0.779
2730,68,0.831,1887,0.7,3,5,3,32056.0,0.059
3687,58,0.762,1888,0.812,3,2,6,3026.0,0.624
4543,71,0.736,1102,0.775,4,3,2,2407.0,0.458
1774,37,0.683,1730,0.85,2,3,6,4646.0,0.372
3104,70,0.78,2517,0.75,1,3,6,2617.0,0.962
1740,43,0.675,1956,0.536,1,2,2,16730.0,0.117
2149,40,0.545,2224,1.105,3,4,5,10239.0,0.217
2845,57,0.669,0,0.727,1,3,4,11320.0,0.0
1758,42,0.575,1252,1.1,5,4,4,1686.0,0.743
2814,37,0.694,0,0.321,2,2,2,3021.0,0.0
4425,79,0.802,1080,0.717,3,2,3,1438.3,0.751
3436,74,0.788,1126,0.574,3,4,3,2533.0,0.445
4601,78,0.647,0,0.625,3,1,4,1438.3,0.0
3121,60,0.65,1172,0.395,1,2,6,8738.0,0.134
1807,45,0.448,1610,0.607,2,3,3,2378.0,0.677
2305,60,0.845,0,0.714,3,4,5,34516.0,0.0
2489,54,1.479,1134,0.742,3,3,3,2888.0,0.393
1375,33,0.45,0,0.65,3,4,1,7176.0,0.0
1911,35,0.629,1979,0.75,2,0,3,2491.0,0.794
4606,75,0.85,1175,0.875,3,3,4,1938.0,0.606
2864,51,0.85,471,0.759,6,6,3,24621.0,0.019
4385,91,0.822,886,0.717,1,2,5,1438.3,0.616
3392,86,0.671,2185,0.755,3,3,6,2790.0,0.783
3870,64,0.563,1368,0.561,3,2,6,11651.0,0.117
3782,64,0.57,1428,0.641,1,3,3,1960.0,0.729
1602,35,0.69,1535,0.591,1,1,6,9031.0,0.17
5428,85,0.781,1044,0.635,3,2,5,1602.0,0.652
2236,55,0.672,1471,0.41,3,2,4,2033.0,0.724
4591,74,0.71,0,0.644,3,1,3,1438.3,0.0
7468,92,0.695,1402,0.614,3,1,3,6674.0,0.21
4207,80,0.513,0,0.702,4,4,5,13441.0,0.0
7570,91,0.67,1989,0.655,2,1,1,20633.0,0.096
16401,121,0.75,2517,0.806,2,3,4,3742.0,0.673
3961,69,0.671,918,0.605,3,4,5,6798.0,0.135
5092,95,0.507,1198,0.759,3,2,2,2156.0,0.556
3435,58,1.022,1968,0.706,3,2,5,9706.0,0.203
1883,44,0.53,2517,0.63,2,3,6,4410.0,0.571
2501,55,0.728,1608,0.528,3,4,4,19136.0,0.084
5047,79,0.516,0,0.756,1,2,2,1801.0,0.0
5104,87,0.73,1867,0.851,2,1,3,4941.0,0.378
1652,40,0.821,1629,0.481,1,2,5,3610.0,0.451
2321,36,0.625,2312,0.5,2,4,3,2516.0,0.919
4520,74,0.787,2517,0.762,1,1,1,12967.0,0.194
2763,51,0.619,2517,0.821,3,3,3,3173.0,0.793
4338,73,0.611,1156,0.738,5,2,6,7596.0,0.152
2583,47,1.867,997,0.958,2,3,4,1438.3,0.693
4077,81,0.604,942,0.653,3,4,4,5000.0,0.188
2878,45,0.874,1521,0.452,3,3,4,1665.0,0.914
1924,50,0.603,1170,0.667,3,2,6,2280.0,0.513
1903,49,0.704,2065,0.633,1,4,3,14015.0,0.147
5464,98,0.606,0,0.607,1,2,6,2448.0,0.0
3670,60,1.158,1554,0.818,1,2,4,2432.0,0.639
5490,86,0.704,1366,0.755,1,3,5,1555.0,0.878
1414,27,0.691,2222,0.929,2,4,6,8434.0,0.263
1154,22,1.053,0,0.375,4,3,3,1438.3,0.0
